movie,director,m_year,critic,crit_org,crit_cn
Brick,Rian Johnson,2005,Brian Truitt,USA Today,US
Chicago,Rob Marshall,2002,Brian Truitt,USA Today,US
Tropic Thunder,Ben Stiller,2008,Brian Truitt,USA Today,US
High Fidelity,Stephen Frears,2000,Brian Truitt,USA Today,US
Silver Linings Playbook,David O. Russell,2012,Brian Truitt,USA Today,US
City of God,Fernando Meirelles and Kátia Lund,2002,Rahul Verma,Freelance film critic,UK
The Dark Knight,Christopher Nolan,2008,Rahul Verma,Freelance film critic,UK
Pan's Labyrinth,Guillermo Del Toro,2006,Rahul Verma,Freelance film critic,UK
The Lives of Others,Florian Henckel von Donnersmarck,2006,Rahul Verma,Freelance film critic,UK
Four Lions,Christopher Morris,2010,Rahul Verma,Freelance film critic,UK
Amores Perros,Alejandro González Iñárritu,2000,Rahul Verma,Freelance film critic,UK
Gangs of Wasseypur,Anurag Kashyap,2012,Rahul Verma,Freelance film critic,UK
District 9,Neill Blomkamp,2009,Rahul Verma,Freelance film critic,UK
Lagaan: Once Upon a Time in India,Ashutosh Gowariker,2001,Rahul Verma,Freelance film critic,UK
This Is England,Shane Meadows,2006,Rahul Verma,Freelance film critic,UK
Mulholland Drive,David Lynch,2001,Wen Tien-Hsiang,Taipei Golden Horse Film Festival,Taiwan
The Assassin,Hou Hsiao-hsien,2015,Wen Tien-Hsiang,Taipei Golden Horse Film Festival,Taiwan
A Separation,Asghar Farhadi,2011,Wen Tien-Hsiang,Taipei Golden Horse Film Festival,Taiwan
Moulin Rouge!,Baz Luhrmann,2001,Wen Tien-Hsiang,Taipei Golden Horse Film Festival,Taiwan
Tropical Malady,Apichatpong Weerasethakul,2004,Wen Tien-Hsiang,Taipei Golden Horse Film Festival,Taiwan
In the Mood for Love,Wong Kar-wai,2000,Wen Tien-Hsiang,Taipei Golden Horse Film Festival,Taiwan
Spirited Away,Hayao Miyazaki,2001,Wen Tien-Hsiang,Taipei Golden Horse Film Festival,Taiwan
"4 Months, 3 Weeks & 2 Days",Cristian Mungiu,2007,Wen Tien-Hsiang,Taipei Golden Horse Film Festival,Taiwan
Yi Yi: A One and a Two,Edward Yang,2000,Wen Tien-Hsiang,Taipei Golden Horse Film Festival,Taiwan
Bowling for Columbine,Michael Moore,2002,Wen Tien-Hsiang,Taipei Golden Horse Film Festival,Taiwan
Shame,Steve McQueen,2011,Stephen Whitty,Freelance film critic,US
There Will Be Blood,Paul Thomas Anderson,2007,Stephen Whitty,Freelance film critic,US
Pan's Labyrinth,Guillermo Del Toro,2006,Stephen Whitty,Freelance film critic,US
The Skin I Live In,Pedro Almodóvar,2011,Stephen Whitty,Freelance film critic,US
Boyhood,Richard Linklater,2014,Stephen Whitty,Freelance film critic,US
The Hurt Locker,Kathryn Bigelow,2008,Stephen Whitty,Freelance film critic,US
"4 Months, 3 Weeks & 2 Days",Cristian Mungiu,2007,Stephen Whitty,Freelance film critic,US
A Separation,Asghar Farhadi,2011,Stephen Whitty,Freelance film critic,US
The Royal Tenenbaums,Wes Anderson,2001,Stephen Whitty,Freelance film critic,US
No Country For Old Men,Joel and Ethan Coen,2007,Stephen Whitty,Freelance film critic,US
No Country For Old Men,Joel and Ethan Coen,2007,Alissa Wilkinson,Christianity Today,US
There Will Be Blood,Paul Thomas Anderson,2007,Alissa Wilkinson,Christianity Today,US
WALL-E,Andrew Stanton,2008,Alissa Wilkinson,Christianity Today,US
Spotlight,Tom McCarthy,2015,Alissa Wilkinson,Christianity Today,US
Once,John Carney,2007,Alissa Wilkinson,Christianity Today,US
The Social Network,David Fincher,2010,Alissa Wilkinson,Christianity Today,US
The Act of Killing,Joshua Oppenheimer,2012,Alissa Wilkinson,Christianity Today,US
Mad Max: Fury Road,George Miller,2015,Alissa Wilkinson,Christianity Today,US
Selma,Ava DuVernay,2014,Alissa Wilkinson,Christianity Today,US
Yi Yi: A One and a Two,Edward Yang,2000,Alissa Wilkinson,Christianity Today,US
Like Someone In Love,Abbas Kiarostami,2012,Jake Wilson,Fairfax Media,Australia
AI: Artificial Intelligence,Steven Spielberg,2001,Jake Wilson,Fairfax Media,Australia
The Story of Marie and Julien,Jacques Rivette,2003,Jake Wilson,Fairfax Media,Australia
The Deep Blue Sea,Terence Davies,2011,Jake Wilson,Fairfax Media,Australia
Film socialisme,Jean-Luc Godard,2010,Jake Wilson,Fairfax Media,Australia
The Tree of Life,Terrence Malick,2011,Jake Wilson,Fairfax Media,Australia
Blissfully Yours,Apichatpong Weerasethakul,2002,Jake Wilson,Fairfax Media,Australia
Be Kind Rewind,Michel Gondry,2008,Jake Wilson,Fairfax Media,Australia
Frontier of Dawn,Philippe Garrel,2008,Jake Wilson,Fairfax Media,Australia
I Don't Want to Sleep Alone,Tsai Ming-liang,2006,Jake Wilson,Fairfax Media,Australia
Mulholland Drive,David Lynch,2001,Stephanie Zacharek,Time Magazine,US
Kings and Queen,Arnaud Desplechin,2004,Stephanie Zacharek,Time Magazine,US
Yi Yi: A One and a Two,Edward Yang,2000,Stephanie Zacharek,Time Magazine,US
Oldboy,Park Chan-wook,2003,Stephanie Zacharek,Time Magazine,US
Antichrist,Lars von Trier,2009,Stephanie Zacharek,Time Magazine,US
Children of Men,Alfonso Cuarón,2006,Stephanie Zacharek,Time Magazine,US
Lost in Translation,Sofia Coppola,2003,Stephanie Zacharek,Time Magazine,US
Femme Fatale,Brian De Palma,2002,Stephanie Zacharek,Time Magazine,US
Casino Royale,Martin Campbell,2006,Stephanie Zacharek,Time Magazine,US
Blue Is the Warmest Color,Abdellatif Kechiche,2013,Stephanie Zacharek,Time Magazine,US
In the Mood for Love,Wong Kar-wai,2000,Chadi Zeneddine,Doha Film Institute,Qatar
The Tree of Life,Terrence Malick,2011,Chadi Zeneddine,Doha Film Institute,Qatar
A Prophet,Jacques Audiard,2009,Chadi Zeneddine,Doha Film Institute,Qatar
Amélie,Jean-Pierre Jeunet,2001,Chadi Zeneddine,Doha Film Institute,Qatar
Spirited Away,Hayao Miyazaki,2001,Chadi Zeneddine,Doha Film Institute,Qatar
Brokeback Mountain,Ang Lee,2005,Chadi Zeneddine,Doha Film Institute,Qatar
Talk to Her,Pedro Almodóvar,2002,Chadi Zeneddine,Doha Film Institute,Qatar
Mulholland Drive,David Lynch,2001,Chadi Zeneddine,Doha Film Institute,Qatar
Eternal Sunshine of the Spotless Mind,Michel Gondry,2004,Chadi Zeneddine,Doha Film Institute,Qatar
Amour,Michael Haneke,2012,Chadi Zeneddine,Doha Film Institute,Qatar
"Spring, Summer, Fall, Winter…and Spring",Kim Ki-duk,2003,Raymond Zhou,China Daily,China
The Hours,Stephen Daldry,2002,Raymond Zhou,China Daily,China
The Sun Also Rises,Jiang Wen,2007,Raymond Zhou,China Daily,China
A Separation,Asghar Farhadi,2011,Raymond Zhou,China Daily,China
"Lust, Caution",Ang Lee,2007,Raymond Zhou,China Daily,China
The Lives of Others,Florian Henckel von Donnersmarck,2006,Raymond Zhou,China Daily,China
Still Life,Jia Zhangke,2006,Raymond Zhou,China Daily,China
Birdman,Alejandro González Iñárritu,2014,Raymond Zhou,China Daily,China
Infernal Affairs,Andrew Lau and Alan Mak,2002,Raymond Zhou,China Daily,China
City of God,Fernando Meirelles and Kátia Lund,2002,Raymond Zhou,China Daily,China
